transaction_id,customer_id,amount,transaction_hour,transaction_day,location,transaction_type,transaction_freq_7d,avg_amount_7d,amount_deviation,is_night,is_weekend,is_fraud
TXN259335700,CUST8825876,35.21,19,6,online,online,13,24.04,0.4644,0,1,0
TXN269990218,CUST1466815,136.37,16,4,urban,wire_transfer,12,169.3,-0.1945,0,0,0
TXN754993142,CUST6447984,436.67,8,3,urban,contactless,17,528.15,-0.1732,0,0,0
TXN529303373,CUST5682299,303.94,11,6,urban,atm,13,162.49,0.8705,0,1,0
TXN786709901,CUST8023047,2054.97,15,4,urban,online,9,1398.22,0.4697,0,0,0
TXN443146424,CUST5415635,332.75,8,6,suburban,online,17,442.1,-0.2473,0,1,0
TXN903474659,CUST7019368,2498.83,0,1,international,atm,1,1732.34,0.4425,1,0,1
TXN307687744,CUST1352633,88.66,9,5,suburban,online,1,128.19,-0.3084,0,1,0
TXN846038605,CUST5317950,560.34,8,6,online,pos,17,783.1,-0.2845,0,1,0
TXN459676152,CUST2508005,70.79,10,0,suburban,online,6,75.16,-0.0582,0,0,0
TXN692483615,CUST4388877,104.26,12,5,suburban,pos,4,118.32,-0.1188,0,1,0
TXN856556593,CUST1274099,534.75,16,0,urban,pos,13,437.83,0.2214,0,0,0
TXN828024080,CUST4721327,250.36,18,2,online,pos,18,236.42,0.059,0,0,0
TXN629935843,CUST2458392,1159.73,8,0,urban,pos,19,1694.46,-0.3156,0,0,0
TXN922814521,CUST2093535,599.16,20,5,urban,atm,10,538.5,0.1127,0,1,0
TXN384524569,CUST5783141,50.98,13,5,suburban,atm,13,37.8,0.3488,0,1,0
TXN479789291,CUST5548835,364.2,10,6,online,pos,7,336.71,0.0816,0,1,0
TXN223054758,CUST6523976,40.15,21,2,urban,pos,19,48.2,-0.1671,0,0,0
TXN298716923,CUST5381907,407.55,19,4,suburban,online,2,364.79,0.1172,0,0,0
TXN917363691,CUST7345080,967.94,14,1,urban,wire_transfer,10,533.28,0.8151,0,0,0
TXN706547166,CUST8261226,274.85,8,0,international,pos,7,307.78,-0.107,0,0,0
TXN674156676,CUST1113727,816.18,20,1,urban,online,17,886.28,-0.0791,0,0,0
TXN333196760,CUST9383525,226.0,21,2,online,pos,15,157.74,0.4327,0,0,0
TXN877775754,CUST5471464,244.35,20,0,urban,pos,3,135.69,0.8009,0,0,0
TXN840294977,CUST7896624,619.4,10,1,online,online,19,816.87,-0.2417,0,0,0
TXN902072286,CUST9191702,305.79,10,1,online,pos,16,239.85,0.2749,0,0,0
TXN462509761,CUST8338640,359.49,16,1,suburban,contactless,6,297.47,0.2085,0,0,0
TXN546946296,CUST4043988,72.35,8,2,suburban,pos,11,58.53,0.2362,0,0,0
TXN873731694,CUST8483887,1544.16,19,6,urban,atm,1,1978.52,-0.2195,0,1,0
TXN446076879,CUST4404797,250.16,18,5,suburban,pos,3,364.96,-0.3146,0,1,0
TXN742775076,CUST8529801,532.53,13,0,urban,wire_transfer,17,699.82,-0.2391,0,0,0
TXN183823848,CUST4290438,,13,0,rural,online,2,910.14,-0.2555,0,0,0
TXN221275388,CUST6999206,142.59,10,3,urban,contactless,6,170.81,-0.1652,0,0,0
TXN630546705,CUST9437943,349.77,15,6,online,contactless,18,331.49,0.0552,0,1,0
TXN247837998,CUST3807143,362.97,15,3,urban,pos,8,293.72,0.2358,0,0,0
TXN441245984,CUST6761126,123.77,21,5,suburban,online,12,146.13,-0.153,0,1,0
TXN676332677,CUST3111655,374.28,16,6,online,online,5,528.1,-0.2913,0,1,0
TXN854061629,CUST7420622,239.39,18,5,suburban,pos,15,330.91,-0.2766,0,1,0
TXN703897650,CUST1599174,95.46,20,1,rural,pos,4,105.2,-0.0926,0,0,0
TXN730366883,CUST7227814,148.62,9,0,urban,pos,19,113.6,0.3083,0,0,0
TXN185843437,CUST9114550,3105.11,17,1,suburban,wire_transfer,14,3159.06,-0.0171,0,0,0
TXN612493752,CUST7404830,1519.57,18,1,suburban,pos,18,1687.95,-0.0998,0,0,0
TXN486457388,CUST5353617,104.13,8,5,suburban,wire_transfer,11,121.86,-0.1455,0,1,0
TXN489832634,CUST6457510,75.44,20,5,online,wire_transfer,14,106.29,-0.2902,0,1,0
TXN663590893,CUST9751719,77.01,12,5,rural,online,11,79.73,-0.0341,0,1,0
TXN156954143,CUST8003925,157.67,12,2,online,online,10,187.63,-0.1597,0,0,0
TXN284848242,CUST4263425,260.84,19,1,online,pos,17,143.42,0.8188,0,0,0
TXN331864346,CUST2212246,79.38,21,1,online,pos,9,64.84,0.2242,0,0,0
TXN427543801,CUST5317893,68.41,9,2,urban,pos,16,50.35,0.3587,0,0,0
TXN280451273,CUST9078678,80.8,12,1,international,atm,8,67.85,0.1908,0,0,0
TXN185421869,CUST7652205,139.46,14,4,urban,online,2,149.01,-0.0641,0,0,0
TXN368206518,CUST6384866,108.62,16,2,online,pos,11,82.16,0.322,0,0,0
TXN654882896,CUST1460697,219.33,14,1,rural,online,2,258.75,-0.1524,0,0,0
TXN246579716,CUST8395597,305.4,21,4,suburban,online,8,349.68,-0.1266,0,0,0
TXN895255053,CUST1191941,824.26,17,5,online,online,17,734.11,0.1228,0,1,0
TXN367350967,CUST2039168,269.52,15,6,online,atm,1,289.22,-0.0681,0,1,0
TXN477351556,CUST2319940,1271.38,20,3,online,atm,8,1635.73,-0.2227,0,0,0
TXN110238757,CUST1176906,314.05,12,5,urban,wire_transfer,8,403.19,-0.2211,0,1,0
TXN316959434,CUST2702503,159.96,16,3,urban,contactless,6,141.41,0.1312,0,0,0
TXN528864717,CUST9879551,119.05,21,0,urban,pos,1,149.18,-0.202,0,0,0
TXN642629463,CUST7299830,91.53,19,6,suburban,contactless,2,135.09,-0.3224,0,1,0
TXN160802400,CUST2011292,143.03,13,1,rural,atm,19,208.43,-0.3138,0,0,0
TXN580682751,CUST8808375,55.15,10,0,rural,contactless,2,51.16,0.078,0,0,0
TXN800189903,CUST2342102,26.53,21,0,online,pos,19,38.35,-0.3082,0,0,0
TXN210795228,CUST3225874,1791.53,23,5,online,online,3,1412.15,0.2687,0,1,1
TXN586414920,CUST1794459,758.59,11,4,online,contactless,11,930.5,-0.1848,0,0,0
TXN369868241,CUST3827511,160.52,8,6,rural,pos,1,120.72,0.3297,0,1,0
TXN271186375,CUST7725216,52.69,13,1,urban,wire_transfer,9,76.08,-0.3074,0,0,0
TXN375815855,CUST5018308,286.76,20,3,suburban,atm,15,403.86,-0.2899,0,0,0
TXN362858947,CUST3009951,149.4,12,3,suburban,pos,11,165.52,-0.0974,0,0,0
TXN928786011,CUST6948225,44.83,14,1,urban,atm,8,36.27,0.2361,0,0,0
TXN324583360,CUST1356796,341.55,19,3,urban,pos,17,266.25,0.2828,0,0,0
TXN554814118,CUST4693777,181.72,9,5,international,online,7,218.25,-0.1674,0,1,0
TXN923922328,CUST8861128,65.27,20,4,suburban,online,2,88.9,-0.2658,0,0,0
TXN871952450,CUST7097389,1687.29,9,3,rural,pos,11,2087.65,-0.1918,0,0,0
TXN435630011,CUST7900879,247.94,9,6,urban,pos,7,354.73,-0.3011,0,1,0
TXN663201322,CUST9158437,442.29,17,6,suburban,atm,11,531.51,-0.1679,0,1,0
TXN849013611,CUST6849541,313.84,12,3,online,atm,5,249.37,0.2586,0,0,0
TXN161782713,CUST7503429,151.44,13,5,urban,atm,3,160.5,-0.0565,0,1,0
TXN497953927,CUST1824437,218.58,12,2,urban,contactless,11,267.16,-0.1818,0,0,0
TXN588386724,CUST9024932,659.57,11,3,urban,wire_transfer,13,501.74,0.3146,0,0,0
TXN347540700,CUST2875838,139.07,19,4,online,online,8,154.15,-0.0978,0,0,0
TXN608759535,CUST4393647,55.31,14,3,urban,online,9,41.47,0.3339,0,0,0
TXN698120410,CUST4102860,392.99,16,0,urban,pos,14,575.82,-0.3175,0,0,0
TXN288190793,CUST9359815,223.13,13,3,online,contactless,17,270.92,-0.1764,0,0,0
TXN272046289,CUST1821596,510.55,14,2,rural,online,8,603.36,-0.1538,0,0,0
TXN790683885,CUST3230614,73.52,18,0,online,pos,4,71.31,0.031,0,0,0
TXN216810437,CUST5438195,363.25,15,5,suburban,contactless,8,201.58,0.802,0,1,0
TXN438993319,CUST6120015,496.23,10,4,online,pos,9,670.49,-0.2599,0,0,0
TXN279535400,CUST2711207,391.95,15,4,suburban,online,15,210.54,0.8616,0,0,0
TXN428060289,CUST8464896,596.08,11,2,international,online,9,621.72,-0.0412,0,0,0
TXN681051497,CUST6459464,811.7,4,3,online,online,3,633.76,0.2808,1,0,1
TXN793496909,CUST6689093,69.24,21,2,suburban,pos,3,85.18,-0.1871,0,0,0
TXN273639876,CUST5341161,83.14,14,0,suburban,pos,8,52.16,0.5939,0,0,0
TXN348793214,CUST1977736,154.63,20,0,suburban,contactless,13,163.68,-0.0553,0,0,0
TXN889589647,CUST3517931,154.36,11,1,suburban,contactless,15,216.84,-0.2881,0,0,0
TXN963239642,CUST5503040,192.29,21,4,urban,pos,8,187.81,0.0238,0,0,0
TXN837729296,CUST7820366,243.32,13,3,urban,atm,17,290.38,-0.1621,0,0,0
TXN233476336,CUST7736148,305.66,13,5,online,pos,13,258.16,0.184,0,1,0
TXN679199290,CUST1341601,295.27,14,2,online,online,8,359.87,-0.1795,0,0,0
TXN813412290,CUST9417593,772.61,11,2,rural,contactless,2,1101.43,-0.2985,0,0,0
TXN979399413,CUST8236976,151.36,14,5,international,atm,10,200.72,-0.2459,0,1,0
TXN663825432,CUST8628487,35.26,9,1,online,atm,1,47.19,-0.2527,0,0,0
TXN124342538,CUST7126614,,18,1,suburban,atm,16,246.49,0.437,0,0,0
TXN820785729,CUST9499153,947.72,16,1,urban,online,4,1132.22,-0.163,0,0,0
TXN449238085,CUST4930069,164.33,21,3,urban,atm,13,232.28,-0.2926,0,0,0
TXN527126676,CUST9967481,476.96,13,2,urban,pos,4,714.01,-0.332,0,0,0
TXN742627021,CUST7184398,518.53,11,5,urban,contactless,14,518.1,0.0008,0,1,0
TXN472920716,CUST4878126,101.41,10,1,urban,pos,19,71.65,0.4153,0,0,0
TXN184845344,CUST9348918,221.08,15,3,urban,pos,1,190.24,0.1621,0,0,0
TXN346676279,CUST6534891,387.62,14,4,suburban,contactless,11,454.41,-0.147,0,0,0
TXN753707042,CUST2762558,360.71,12,4,rural,contactless,12,206.25,0.7489,0,0,0
TXN978444597,CUST1034360,104.57,18,5,suburban,wire_transfer,14,84.72,0.2343,0,1,0
TXN334584922,CUST8670850,1210.38,15,3,urban,atm,10,1412.11,-0.1429,0,0,0
TXN380066107,CUST8400150,80.86,12,2,online,online,1,77.42,0.0444,0,0,0
TXN222003799,CUST4543673,255.8,16,5,suburban,atm,6,356.81,-0.2831,0,1,0
TXN204412283,CUST9522869,329.96,11,3,urban,pos,7,397.81,-0.1706,0,0,0
TXN894789805,CUST8731782,367.51,13,1,online,wire_transfer,8,411.51,-0.1069,0,0,0
TXN472123801,CUST9865415,162.73,20,2,online,atm,7,90.78,0.7926,0,0,0
TXN204351758,CUST5764292,268.5,12,0,suburban,atm,17,298.0,-0.099,0,0,0
TXN547706800,CUST8242764,506.25,18,2,urban,contactless,2,705.51,-0.2824,0,0,0
TXN540130620,CUST8940461,719.89,18,5,international,wire_transfer,14,552.24,0.3036,0,1,0
TXN978927130,CUST3534804,,12,4,rural,atm,1,147.73,0.931,0,0,0
TXN929221131,CUST8302738,326.45,11,3,urban,pos,10,462.33,-0.2939,0,0,0
TXN730528141,CUST2120306,193.78,20,4,online,pos,8,181.15,0.0697,0,0,0
TXN389424854,CUST6443748,928.45,9,1,suburban,online,12,1031.92,-0.1003,0,0,0
TXN897818354,CUST6083757,233.78,8,0,urban,pos,19,341.41,-0.3152,0,0,0
TXN596089355,CUST9610418,145.2,21,5,international,atm,11,164.18,-0.1156,0,1,0
TXN402668492,CUST9293727,358.18,16,1,urban,pos,14,210.42,0.7023,0,0,0
TXN419005002,CUST6581007,172.57,16,6,urban,online,16,133.41,0.2936,0,1,0
TXN345079071,CUST8962090,400.92,10,0,suburban,pos,17,394.12,0.0172,0,0,0
TXN516832211,CUST8008797,355.91,23,1,international,online,3,523.99,-0.3208,0,0,1
TXN815947813,CUST8938389,3342.79,8,2,urban,pos,9,3412.66,-0.0205,0,0,0
TXN915429348,CUST8503414,334.17,16,6,suburban,online,17,270.72,0.2343,0,1,0
TXN367713013,CUST5573901,656.05,16,3,suburban,wire_transfer,9,423.38,0.5495,0,0,0
TXN198281170,CUST4699858,53.61,18,2,urban,contactless,9,50.72,0.057,0,0,0
TXN655752999,CUST6603096,56.02,9,1,suburban,atm,19,81.09,-0.3091,0,0,0
TXN711427511,CUST3046240,294.66,18,3,suburban,contactless,18,298.74,-0.0137,0,0,0
TXN460439706,CUST1108784,505.57,9,0,international,pos,7,703.24,-0.2811,0,0,0
TXN395758689,CUST1031701,71.12,16,4,rural,pos,8,45.98,0.5467,0,0,0
TXN281139137,CUST7088486,214.16,17,1,online,online,10,270.2,-0.2074,0,0,0
TXN407776832,CUST2533007,989.23,17,5,suburban,online,4,766.9,0.2899,0,1,0
TXN322633256,CUST2372692,62.21,16,6,suburban,pos,1,32.3,0.9261,0,1,0
TXN607944016,CUST8568818,249.88,18,1,urban,online,8,359.61,-0.3051,0,0,0
TXN463169438,CUST4685245,58.69,9,5,suburban,pos,19,80.8,-0.2737,0,1,0
TXN187096360,CUST5371744,240.35,15,2,urban,pos,18,236.84,0.0148,0,0,0
TXN669065252,CUST1452575,190.38,10,1,urban,online,17,220.98,-0.1385,0,0,0
TXN358862705,CUST9940978,173.54,21,3,suburban,online,15,212.93,-0.185,0,0,0
TXN592542548,CUST1325432,382.16,11,2,urban,pos,3,551.89,-0.3075,0,0,0
TXN874923900,CUST9463281,486.55,9,2,urban,atm,17,562.24,-0.1346,0,0,0
TXN463494507,CUST7336394,3202.52,11,3,urban,contactless,11,2302.77,0.3907,0,0,0
TXN127280622,CUST5957856,369.77,19,4,online,online,17,374.29,-0.0121,0,0,0
TXN659528349,CUST3107146,528.68,16,2,urban,contactless,7,760.57,-0.3049,0,0,0
TXN859178296,CUST6680594,199.36,17,2,online,wire_transfer,11,177.13,0.1255,0,0,0
TXN140099003,CUST1088582,732.04,21,3,suburban,online,12,750.51,-0.0246,0,0,0
TXN887646975,CUST6928559,40.85,19,2,suburban,online,16,51.73,-0.2103,0,0,0
TXN728536335,CUST5888067,232.24,18,0,rural,atm,17,303.02,-0.2336,0,0,0
TXN528713728,CUST2607770,6135.58,5,2,international,online,3,5365.06,0.1436,1,0,1
TXN344336604,CUST6811310,77.31,21,6,suburban,atm,6,74.51,0.0375,0,1,0
TXN422208554,CUST4371141,158.44,21,2,urban,contactless,13,149.76,0.0579,0,0,0
TXN107864999,CUST6843070,87.34,11,3,online,online,5,85.87,0.0171,0,0,0
TXN281368088,CUST4088851,921.38,15,3,suburban,pos,15,1258.02,-0.2676,0,0,0
TXN202682904,CUST6472886,656.25,11,4,online,online,10,585.89,0.1201,0,0,0
TXN508061048,CUST3582797,279.52,17,4,suburban,contactless,12,379.98,-0.2644,0,0,0
TXN795130960,CUST9048227,396.68,13,6,suburban,pos,19,374.85,0.0582,0,1,0
TXN387606469,CUST6883972,1572.83,20,0,suburban,pos,15,2333.1,-0.3259,0,0,0
TXN188196540,CUST5903669,151.15,12,1,urban,contactless,16,88.34,0.711,0,0,0
TXN150001642,CUST9066432,,12,5,online,online,12,33.41,0.1355,0,1,0
TXN388082273,CUST3863303,99.22,18,6,urban,wire_transfer,12,136.77,-0.2745,0,1,0
TXN311592083,CUST5888355,105.08,10,3,urban,wire_transfer,1,148.13,-0.2906,0,0,0
TXN258912042,CUST2348473,274.45,20,3,international,atm,4,340.2,-0.1933,0,0,0
TXN552151710,CUST2890626,299.2,12,3,online,contactless,8,410.62,-0.2714,0,0,0
TXN412400104,CUST5776451,134.0,14,0,online,pos,1,121.64,0.1017,0,0,0
TXN721446417,CUST1121652,112.59,15,6,online,pos,7,101.91,0.1047,0,1,0
TXN169777233,CUST2742493,68.47,15,5,urban,atm,11,68.48,-0.0001,0,1,0
TXN306199688,CUST9022976,91.52,21,4,suburban,online,10,76.83,0.1912,0,0,0
TXN631980599,CUST7855155,159.86,20,1,urban,online,16,170.24,-0.061,0,0,0
TXN819416000,CUST3206336,46.11,16,1,suburban,wire_transfer,10,38.46,0.1989,0,0,0
TXN992007069,CUST2763995,131.8,8,0,suburban,pos,9,164.74,-0.2,0,0,0
TXN302612725,CUST3327894,175.34,21,3,rural,online,1,155.27,0.1293,0,0,0
TXN403930193,CUST3197930,458.37,13,0,urban,contactless,3,379.38,0.2082,0,0,0
TXN211780622,CUST4529714,265.56,18,2,urban,pos,12,164.51,0.6142,0,0,0
TXN184151664,CUST7093020,687.45,12,2,suburban,wire_transfer,9,473.8,0.451,0,0,0
TXN172478250,CUST3639211,134.06,8,3,online,online,12,153.52,-0.1268,0,0,0
TXN328518971,CUST2633799,512.73,20,5,suburban,pos,14,403.91,0.2694,0,1,0
TXN312733526,CUST7038178,1086.51,14,6,urban,atm,10,638.86,0.7007,0,1,0
TXN520309618,CUST1788230,326.95,8,2,urban,online,11,436.66,-0.2513,0,0,0
TXN232995677,CUST1374656,98.78,18,0,online,wire_transfer,1,109.71,-0.0996,0,0,0
TXN850791999,CUST9060411,1120.74,21,0,online,online,11,697.69,0.6063,0,0,0
TXN244761255,CUST3184028,242.73,15,2,suburban,atm,8,156.08,0.5552,0,0,0
TXN588603982,CUST7932557,160.33,12,6,suburban,online,19,143.81,0.1149,0,1,0
TXN666900707,CUST7491784,127.18,14,1,urban,online,11,152.93,-0.1684,0,0,0
TXN838352468,CUST5411494,760.24,9,1,international,online,14,1023.15,-0.257,0,0,0
TXN638048504,CUST6207119,264.11,8,5,urban,atm,19,293.14,-0.0991,0,1,0
TXN647184787,CUST3799158,190.57,13,0,online,pos,3,252.36,-0.2448,0,0,0
TXN317866852,CUST6546184,291.72,21,3,suburban,pos,15,255.46,0.142,0,0,0
TXN399315372,CUST3662816,82.82,15,2,online,pos,16,110.24,-0.2487,0,0,0
TXN834526576,CUST6837031,144.38,16,1,online,atm,5,190.42,-0.2418,0,0,0
TXN167098214,CUST8081598,169.3,12,6,online,online,5,137.1,0.2348,0,1,0
TXN290973859,CUST8681552,567.75,14,2,rural,pos,3,816.74,-0.3049,0,0,0
TXN671224353,CUST6936224,317.03,16,1,urban,online,6,275.55,0.1505,0,0,0
TXN686811671,CUST8532798,,10,5,suburban,online,1,157.33,0.1367,0,1,0
TXN146882809,CUST8635539,2382.23,0,2,online,online,3,2570.48,-0.0732,1,0,1
TXN105720402,CUST7486575,832.73,20,1,suburban,online,14,1046.71,-0.2044,0,0,0
TXN257620233,CUST9442051,246.48,11,2,online,pos,7,203.37,0.212,0,0,0
TXN181139281,CUST9033115,104.27,21,1,urban,pos,19,105.09,-0.0078,0,0,0
TXN230631111,CUST3279280,121.79,16,6,suburban,pos,8,117.6,0.0356,0,1,0
TXN131967043,CUST8570896,404.13,10,6,urban,contactless,16,220.88,0.8297,0,1,0
TXN759358053,CUST9759146,308.68,11,3,online,pos,2,179.44,0.7203,0,0,0
TXN754009057,CUST8637145,459.37,21,5,urban,atm,3,638.73,-0.2808,0,1,0
TXN252196604,CUST8470604,140.75,14,5,suburban,wire_transfer,11,74.09,0.8996,0,1,0
TXN220360899,CUST4108992,59.33,11,0,urban,contactless,3,31.19,0.9025,0,0,0
TXN519812539,CUST1263465,63.63,12,4,online,pos,7,77.5,-0.179,0,0,0
TXN727240526,CUST9446903,404.21,14,3,online,atm,11,277.69,0.4556,0,0,0
TXN574611659,CUST2782875,170.49,21,3,suburban,online,9,131.01,0.3013,0,0,0
TXN685505706,CUST6161196,775.86,9,2,online,pos,14,622.19,0.247,0,0,0
TXN928256423,CUST8842993,165.88,16,1,suburban,online,13,148.25,0.1189,0,0,0
TXN141675229,CUST8403287,2797.89,11,5,rural,online,3,3165.67,-0.1162,0,1,0
TXN426158716,CUST4369266,98.9,14,5,online,atm,17,100.08,-0.0118,0,1,0
TXN148889969,CUST5933319,563.95,12,3,online,pos,6,521.76,0.0809,0,0,0
TXN253099649,CUST4504268,191.94,21,5,urban,atm,8,211.37,-0.0919,0,1,0
TXN322010846,CUST6927173,340.5,12,0,urban,online,16,328.21,0.0374,0,0,0
TXN513519172,CUST3660831,960.61,14,1,online,pos,14,1026.83,-0.0645,0,0,0
TXN634068206,CUST4639090,326.0,8,5,urban,wire_transfer,11,436.15,-0.2526,0,1,0
TXN485314232,CUST8738867,276.04,11,3,urban,atm,19,411.22,-0.3287,0,0,0
TXN653910333,CUST5224846,244.84,12,0,urban,wire_transfer,4,362.14,-0.3239,0,0,0
TXN178786286,CUST8634108,176.23,17,2,rural,wire_transfer,12,202.07,-0.1279,0,0,0
TXN238249227,CUST7328920,532.79,10,1,suburban,online,9,568.99,-0.0636,0,0,0
TXN196016345,CUST8829817,248.39,16,4,urban,contactless,6,326.96,-0.2403,0,0,0
TXN856257854,CUST7654614,147.89,8,1,online,pos,16,92.52,0.5984,0,0,0
TXN161136177,CUST1850238,403.34,19,6,urban,online,18,401.74,0.004,0,1,0
TXN359326541,CUST7315977,783.5,20,4,urban,pos,17,542.17,0.4451,0,0,0
TXN392644278,CUST4795975,389.36,17,1,urban,online,1,315.05,0.2359,0,0,0
TXN474318662,CUST2991316,274.49,14,5,online,online,1,219.29,0.2517,0,1,0
TXN240180044,CUST4829434,91.25,21,2,rural,online,8,84.63,0.0782,0,0,0
TXN447789081,CUST3922620,813.02,15,5,online,pos,15,1115.13,-0.2709,0,1,0
TXN181203021,CUST1285028,1445.82,19,2,rural,online,5,1911.25,-0.2435,0,0,0
TXN437562278,CUST6295746,3041.41,17,4,rural,online,3,2564.12,0.1861,0,0,0
TXN388895676,CUST8143222,424.71,15,1,online,contactless,2,389.56,0.0902,0,0,0
TXN359438499,CUST4788007,410.78,19,0,suburban,online,19,552.71,-0.2568,0,0,0
TXN424268370,CUST9259618,524.83,14,1,online,pos,6,761.99,-0.3112,0,0,0
TXN889566876,CUST5715576,1289.37,20,5,urban,contactless,11,1672.1,-0.2289,0,1,0
TXN355792652,CUST4625692,,10,5,suburban,wire_transfer,2,186.14,-0.1734,0,1,0
TXN586038301,CUST8129464,239.88,21,5,urban,pos,19,167.09,0.4356,0,1,0
TXN210947983,CUST4983837,304.47,19,6,urban,pos,16,315.14,-0.0338,0,1,0
TXN495564627,CUST3142806,51.85,18,2,international,pos,10,44.3,0.1705,0,0,0
TXN404582437,CUST5399738,159.46,14,3,rural,online,1,164.44,-0.0303,0,0,0
TXN258003712,CUST3512819,628.94,10,0,international,online,5,808.31,-0.2219,0,0,0
TXN142761136,CUST1692866,332.49,16,3,online,pos,13,440.5,-0.2452,0,0,0
TXN118374647,CUST1337424,64.56,11,2,suburban,contactless,11,74.27,-0.1307,0,0,0
TXN618819273,CUST1065827,67.79,21,4,suburban,wire_transfer,11,42.0,0.614,0,0,0
TXN910871397,CUST6449395,90.62,9,2,online,contactless,9,129.39,-0.2996,0,0,0
TXN598562082,CUST7755585,370.15,21,3,online,online,7,215.36,0.7188,0,0,0
TXN993740271,CUST3665563,163.74,19,0,rural,online,16,111.45,0.4692,0,0,0
TXN384661045,CUST2519934,375.11,20,6,online,online,13,205.27,0.8274,0,1,0
TXN602920749,CUST3451020,138.25,21,5,suburban,atm,15,149.02,-0.0722,0,1,0
TXN200688762,CUST8139279,1549.89,5,4,international,online,2,1934.15,-0.1987,1,0,1
TXN290396911,CUST4723246,283.13,19,6,suburban,pos,4,305.96,-0.0746,0,1,0
TXN586411950,CUST9363667,228.55,18,4,online,online,16,173.41,0.318,0,0,0
TXN412034126,CUST6438398,672.61,20,1,urban,online,3,379.47,0.7725,0,0,0
TXN639374692,CUST1281582,118.36,17,4,urban,wire_transfer,12,140.41,-0.157,0,0,0
TXN183534346,CUST5983677,1129.46,18,6,urban,pos,4,1323.14,-0.1464,0,1,0
TXN923214453,CUST4683241,314.77,10,6,urban,atm,19,459.53,-0.315,0,1,0
TXN260705345,CUST4494290,1265.24,20,0,suburban,atm,18,1661.58,-0.2385,0,0,0
TXN489253836,CUST2421748,187.21,20,1,urban,atm,3,142.17,0.3168,0,0,0
TXN461353998,CUST8835780,73.74,14,1,online,contactless,9,51.96,0.4191,0,0,0
TXN773679333,CUST7223830,1105.87,19,2,online,atm,3,591.74,0.8688,0,0,0
TXN141996692,CUST2176817,38.62,9,3,online,pos,8,37.01,0.0437,0,0,0
TXN821797499,CUST9024154,509.61,8,4,suburban,online,10,627.52,-0.1879,0,0,0
TXN421326476,CUST5054035,147.73,17,6,urban,atm,17,126.84,0.1647,0,1,0
TXN150127975,CUST6988837,367.51,12,0,online,pos,8,389.89,-0.0574,0,0,0
TXN425991304,CUST7838105,984.53,16,0,urban,contactless,17,549.88,0.7905,0,0,0
TXN830055694,CUST6223003,147.4,20,0,urban,pos,12,123.62,0.1924,0,0,0
TXN634358240,CUST8847752,47.47,9,6,online,wire_transfer,14,68.73,-0.3093,0,1,0
TXN965673792,CUST2820132,153.86,14,5,online,atm,13,110.01,0.3986,0,1,0
TXN994981060,CUST9784184,571.87,21,5,suburban,pos,8,315.18,0.8144,0,1,0
TXN345174643,CUST2877720,379.91,20,4,urban,atm,10,226.68,0.6759,0,0,0
TXN660606864,CUST5616978,331.38,9,6,online,pos,3,230.17,0.4397,0,1,0
TXN211038982,CUST3449853,336.56,18,2,urban,pos,7,448.57,-0.2497,0,0,0
TXN645772146,CUST7434872,1056.98,12,2,urban,pos,4,849.7,0.2439,0,0,0
TXN386599473,CUST3443408,74.34,17,3,suburban,online,8,70.68,0.0517,0,0,0
TXN395596889,CUST7679486,848.06,13,3,rural,atm,2,872.77,-0.0283,0,0,0
TXN634982457,CUST1490381,107.89,20,2,suburban,wire_transfer,10,93.94,0.1485,0,0,0
TXN565637673,CUST1087355,429.44,20,2,urban,pos,9,614.91,-0.3016,0,0,0
TXN892713725,CUST7695504,61.93,15,6,urban,pos,14,78.92,-0.2153,0,1,0
TXN265086000,CUST4216022,37.68,9,5,suburban,online,7,55.91,-0.3261,0,1,0
TXN482694305,CUST7123199,316.5,17,5,suburban,pos,1,310.48,0.0194,0,1,0
TXN541287294,CUST6617558,368.5,20,1,urban,online,13,477.98,-0.2291,0,0,0
TXN200058196,CUST1424759,216.25,11,6,international,pos,5,262.08,-0.1749,0,1,0
TXN315050189,CUST8948538,1233.78,12,5,suburban,online,4,1573.24,-0.2158,0,1,0
TXN629518398,CUST9489676,742.51,16,5,urban,pos,11,615.94,0.2055,0,1,0
TXN888782800,CUST2123334,83.72,12,0,suburban,online,6,54.12,0.5468,0,0,0
TXN941270068,CUST8454127,204.3,16,2,online,pos,16,171.02,0.1946,0,0,0
TXN856701293,CUST2634371,72.25,19,3,rural,online,15,63.72,0.1339,0,0,0
TXN271236695,CUST9747610,186.44,12,2,urban,pos,13,130.83,0.4251,0,0,0
TXN364394462,CUST8954208,133.98,8,3,urban,contactless,3,157.62,-0.15,0,0,0
TXN265060133,CUST3264571,105.49,0,0,online,atm,4,93.26,0.1311,1,0,1
TXN191136314,CUST1181073,410.68,15,3,suburban,pos,5,366.32,0.1211,0,0,0
TXN172917338,CUST8251299,243.09,15,2,suburban,online,11,323.32,-0.2482,0,0,0
TXN729445194,CUST6418712,45.89,17,4,urban,online,14,46.96,-0.0229,0,0,0
TXN558096398,CUST3603292,502.7,9,1,rural,online,11,512.41,-0.019,0,0,0
TXN874456588,CUST9123401,147.61,12,3,online,online,19,150.75,-0.0209,0,0,0
TXN194604579,CUST7999557,135.53,19,4,urban,contactless,13,96.53,0.404,0,0,0
TXN603280060,CUST1520966,65.23,13,6,online,online,6,52.88,0.2335,0,1,0
